#START#
-0,08365263|-0,1338752|0,5148231
-0,0702453|-0,1494081|0,4739551
-0,07196274|-0,1281439|0,4794863
-0,09668341|-0,09469413|0,4920672
-0,1241238|-0,08248622|0,5079749
-0,1389149|-0,07702378|0,5168023
-0,07416915|-0,1356281|0,4850071
-0,07530002|-0,09793032|0,5353297
-0,08692495|-0,08154208|0,5708203
-0,1035199|-0,07070689|0,5836374
-0,1165606|-0,06444756|0,587569
-0,07724196|-0,1416406|0,486893
-0,08409031|-0,1166854|0,5404
-0,1132423|-0,09415325|0,5602871
-0,1306372|-0,08672465|0,5412343
-0,1332356|-0,08692766|0,5248969
-0,08183014|-0,1494942|0,4897082
-0,09710589|-0,131548|0,5387608
-0,125883|-0,1107384|0,5485795
-0,1303396|-0,1066411|0,5272678
-0,1252668|-0,1086363|0,5100453
-0,08745825|-0,1564295|0,4898263
-0,1109405|-0,1454061|0,5345765
-0,1298083|-0,1306855|0,5357917
-0,1286193|-0,1266883|0,5179898
-0,1176403|-0,126403|0,5084125
#END#
#START#
-0,09502876|-0,1489236|0,5181163
-0,07988702|-0,1714291|0,4804178
-0,06768862|-0,1577786|0,4923506
-0,05531343|-0,1194021|0,5040626
-0,06825545|-0,08933426|0,5117283
-0,08107051|-0,07791908|0,5146294
-0,07715244|-0,1594462|0,4940062
-0,0742304|-0,1331804|0,5503325
-0,07890946|-0,0961425|0,5532314
-0,07934513|-0,07984162|0,5363957
-0,07909341|-0,07291748|0,5231569
-0,08414195|-0,1603256|0,4926679
-0,09450822|-0,1375734|0,5451788
-0,1008832|-0,09440639|0,5500558
-0,09552132|-0,07623015|0,5324056
-0,09075136|-0,06824514|0,5191537
-0,09364185|-0,1610333|0,4909933
-0,111274|-0,135882|0,5351822
-0,115819|-0,09672612|0,5403458
-0,1076115|-0,08257081|0,5256338
-0,1004722|-0,07364611|0,5126302
-0,1015353|-0,1605983|0,486847
-0,1266619|-0,1326602|0,523793
-0,1269666|-0,1051023|0,5283445
-0,1222531|-0,09022854|0,521009
-0,1150119|-0,08031316|0,5146317
#END#
#START#
-0,0953007|-0,1477879|0,510009
-0,07713713|-0,1717312|0,4729157
-0,0626663|-0,1558074|0,4859171
-0,03466053|-0,1322962|0,5069461
-0,01449068|-0,1126468|0,519614
0,0008586484|-0,1039789|0,5268444
-0,07330976|-0,1572679|0,4867664
-0,07601891|-0,1290359|0,5425445
-0,08079096|-0,1167793|0,5844866
-0,08358894|-0,1113061|0,6070335
-0,08650804|-0,109511|0,6210824
-0,08115549|-0,1591532|0,4850269
-0,09738733|-0,134936|0,5408719
-0,1099098|-0,119163|0,5857854
-0,1170533|-0,1151783|0,6095409
-0,1222511|-0,1126741|0,6244355
-0,09165835|-0,1611619|0,4828183
-0,1160022|-0,1358377|0,5329926
-0,1300879|-0,1258504|0,5707371
-0,1386717|-0,1200221|0,5903816
-0,1454929|-0,1176183|0,6055882
-0,09942045|-0,1614541|0,4784008
-0,1306277|-0,1378783|0,5179889
-0,1461227|-0,1318299|0,543336
-0,1571231|-0,1276903|0,555537
-0,1645385|-0,1245926|0,5667493
#END#
#START#
-0,09382953|-0,1458799|0,5123022
-0,07686206|-0,1641983|0,4730994
-0,06463336|-0,1496332|0,4869721
-0,05107049|-0,1154684|0,5083967
-0,06107588|-0,0884769|0,5235452
-0,07037985|-0,07482313|0,5300671
-0,07443898|-0,1524357|0,4878662
-0,07447378|-0,1314464|0,5461126
-0,08300452|-0,09650585|0,5600319
-0,08664376|-0,07428965|0,5534083
-0,0884956|-0,06168209|0,545732
-0,08157776|-0,1540176|0,4861314
-0,09478457|-0,1364249|0,5413026
-0,1060984|-0,09682656|0,560963
-0,1076487|-0,0716409|0,5576898
-0,1071755|-0,05648084|0,5521533
-0,09126312|-0,1556236|0,4840233
-0,1119403|-0,1348797|0,5323558
-0,1215356|-0,1005834|0,5536169
-0,1213551|-0,07848316|0,5530744
-0,1204741|-0,06145599|0,5504794
-0,09911822|-0,1553288|0,4797925
-0,1269868|-0,1323484|0,5203502
-0,1310211|-0,1072534|0,5343879
-0,1313098|-0,09019851|0,5346682
-0,1284218|-0,0767215|0,5342771
#END#
#START#
-0,08786116|-0,1555754|0,5100597
-0,07247554|-0,1684676|0,4666744
-0,05641382|-0,158603|0,4835019
-0,02637321|-0,1448518|0,5094733
-0,006221246|-0,1310449|0,5273342
0,01010478|-0,1270742|0,53675
-0,06712849|-0,1593476|0,4842909
-0,06631128|-0,1496547|0,5460778
-0,06483535|-0,1523117|0,5902658
-0,06470478|-0,1570168|0,6132458
-0,06605972|-0,1612278|0,6270136
-0,0751164|-0,159915|0,4823952
-0,08840292|-0,1528226|0,5435864
-0,09917703|-0,1522019|0,59224
-0,1057642|-0,1592429|0,6157421
-0,1105779|-0,163387|0,6303983
-0,08576915|-0,1602181|0,4801168
-0,1075155|-0,1493369|0,5359646
-0,1230874|-0,1494312|0,5743786
-0,1324112|-0,1521579|0,5945136
-0,1397469|-0,1561642|0,6091322
-0,0935759|-0,1584589|0,4761331
-0,1223126|-0,1455369|0,5207269
-0,14072|-0,1454118|0,5434973
-0,1531653|-0,1459191|0,5553588
-0,1617207|-0,1473007|0,5661064
#END#
#START#
-0,08560073|-0,1397261|0,5036043
-0,068607|-0,1616518|0,4644389
-0,0597106|-0,1374208|0,4719701
-0,03843312|-0,1037415|0,4858649
-0,02699972|-0,07847805|0,4968276
-0,0131267|-0,06559567|0,5013938
-0,06803528|-0,1433989|0,4759835
-0,06903578|-0,1087553|0,5271437
-0,07194821|-0,08950571|0,5659176
-0,07401765|-0,0791621|0,5867096
-0,07556061|-0,07458201|0,6003389
-0,0744443|-0,1488624|0,4767055
-0,08543274|-0,12298|0,5326326
-0,09297222|-0,1059021|0,5782099
-0,09487031|-0,101779|0,6030041
-0,09671078|-0,09945381|0,6186996
-0,08323473|-0,1556394|0,4777724
-0,103278|-0,1330901|0,5310264
-0,1104625|-0,1253792|0,571208
-0,1136738|-0,1239474|0,5932891
-0,1152622|-0,1247419|0,6100348
-0,09092367|-0,1598424|0,475983
-0,1186683|-0,1442481|0,5204343
-0,1309836|-0,1443515|0,5475479
-0,1390158|-0,1464402|0,5625139
-0,1434006|-0,1478676|0,575541
#END#
#START#
-0,09046426|-0,1455643|0,5147701
-0,0654019|-0,1573219|0,4745716
-0,07322814|-0,130852|0,4808863
-0,07494441|-0,09047353|0,4936554
-0,07968085|-0,06426491|0,5058342
-0,07343084|-0,04585512|0,5094662
-0,07571021|-0,1405357|0,4858267
-0,0946237|-0,1089472|0,5348311
-0,1062309|-0,09313517|0,5737906
-0,1130945|-0,08475156|0,5945723
-0,1171421|-0,08080848|0,6079324
-0,07733483|-0,1487677|0,487318
-0,09877921|-0,1294375|0,5424672
-0,1138367|-0,1157547|0,587239
-0,1175512|-0,1109278|0,6116595
-0,120215|-0,1084845|0,6272183
-0,0800413|-0,1594828|0,4894156
-0,1067387|-0,147804|0,5433813
-0,1140401|-0,1399007|0,5838237
-0,1159369|-0,1374828|0,6059616
-0,1156148|-0,1367211|0,6227807
-0,08369534|-0,1676198|0,4885856
-0,1129231|-0,1666342|0,5357754
-0,1198548|-0,1673711|0,5657389
